ticketid;description;reportedby;reportdate;cinum;internalpriority;reportedpriority;siteid5;status;owner;ownergroup;assetnum;failurecode;failurereportid;linenum;orgid;siteid;ticketclass;ticketid1;type;wonum;description2;failurecode3;failurecodeid;orgid4
5727792;FALLA CORE TX - RIESGO;;17/02/2017 12:07;TELL@BSA.TE1660;2;5;OT;CLOSED;;TXSUPENG;;7011;272992;1713;COMCEL;;INCIDENT;5727792;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5727792;FALLA CORE TX - RIESGO;;17/02/2017 12:07;TELL@BSA.TE1660;2;5;OT;CLOSED;;TXSUPENG;;701101;272993;1719;COMCEL;;INCIDENT;5727792;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5727792;FALLA CORE TX - RIESGO;;17/02/2017 12:07;TELL@BSA.TE1660;2;5;OT;CLOSED;;TXSUPENG;;70110101;272994;1759;COMCEL;;INCIDENT;5727792;REMEDY;;reconexion de energia;70110101;691;COMCEL
5727797;FALLA DATOS;Dina Pimentel;17/02/2017 12:25;27291;5;;BUC;CLOSED;;PEBUCOW;;1021;273019;1047;COMCEL;;INCIDENT;5727797;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5727797;FALLA DATOS;Dina Pimentel;17/02/2017 12:25;27291;5;;BUC;CLOSED;;PEBUCOW;;102123;273020;1101;COMCEL;;INCIDENT;5727797;CAUSE;;Robo de fibra;102123;112;COMCEL
5727797;FALLA DATOS;Dina Pimentel;17/02/2017 12:25;27291;5;;BUC;CLOSED;;PEBUCOW;;10210101;273021;1157;COMCEL;;INCIDENT;5727797;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5727800;FALLA CORE TX - RIESGO;;17/02/2017 12:37;TELL@BSA.TE501;2;5;OT;CLOSED;;TXSUPENG;;7011;272989;1713;COMCEL;;INCIDENT;5727800;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5727800;FALLA CORE TX - RIESGO;;17/02/2017 12:37;TELL@BSA.TE501;2;5;OT;CLOSED;;TXSUPENG;;701101;272990;1719;COMCEL;;INCIDENT;5727800;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5727800;FALLA CORE TX - RIESGO;;17/02/2017 12:37;TELL@BSA.TE501;2;5;OT;CLOSED;;TXSUPENG;;70110101;272991;1759;COMCEL;;INCIDENT;5727800;REMEDY;;reconexion de energia;70110101;691;COMCEL
5727802;FALLA CORE TX - RIESGO;;17/02/2017 12:40;TELL@BSA.TE605;2;5;OT;CLOSED;;TXSUPENG;;7011;272986;1713;COMCEL;;INCIDENT;5727802;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5727802;FALLA CORE TX - RIESGO;;17/02/2017 12:40;TELL@BSA.TE605;2;5;OT;CLOSED;;TXSUPENG;;701101;272987;1719;COMCEL;;INCIDENT;5727802;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5727802;FALLA CORE TX - RIESGO;;17/02/2017 12:40;TELL@BSA.TE605;2;5;OT;CLOSED;;TXSUPENG;;70110101;272988;1759;COMCEL;;INCIDENT;5727802;REMEDY;;reconexion de energia;70110101;691;COMCEL
5727849;FALLA CORE TX - AFECTACION;;17/02/2017 13:25;IPRAN@10.4.131.161;3;;OT;CLOSED;;RF-MET03;;2112;273067;1943;COMCEL;;INCIDENT;5727849;PROBLEM;;EQUIPO - HUAWEI IP RAN;2112;634;COMCEL
5727899;FALLA CORE TX - AFECTACION;;17/02/2017 14:46;172.MGMT@HUAW.DIS.RW-10.245.255.14;3;;OT;CLOSED;;TXSUPENG;;2112;273028;1943;COMCEL;;INCIDENT;5727899;PROBLEM;;EQUIPO - HUAWEI IP RAN;2112;634;COMCEL
5727901;FALLA DATOS;Hilson Campos...;17/02/2017 14:49;40258;5;;BUC;CLOSED;;PEBUCOW;;1021;273025;1047;COMCEL;;INCIDENT;5727901;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5727901;FALLA DATOS;Hilson Campos...;17/02/2017 14:49;40258;5;;BUC;CLOSED;;PEBUCOW;;102102;273026;1059;COMCEL;;INCIDENT;5727901;CAUSE;;Atenuacion de fibra;102102;70;COMCEL
5727901;FALLA DATOS;Hilson Campos...;17/02/2017 14:49;40258;5;;BUC;CLOSED;;PEBUCOW;;10210101;273027;1109;COMCEL;;INCIDENT;5727901;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5727944;FALLA CORE TX - RIESGO;;17/02/2017 15:39;RECTIFICADOR@EMERSON.10.25.5.42;2;;OT;CLOSED;;TXSUPENG;;;;;;;;;;;;;;
5727949;FALLA CORE TX - RIESGO;;17/02/2017 15:49;IPRAN@ALU.10.20.9.1;2;;OT;CLOSED;;TXSUPENG;;9011;273043;1909;COMCEL;;INCIDENT;5727949;PROBLEM;;Indeterminado;9011;901;COMCEL
5727949;FALLA CORE TX - RIESGO;;17/02/2017 15:49;IPRAN@ALU.10.20.9.1;2;;OT;CLOSED;;TXSUPENG;;901101;273044;1911;COMCEL;;INCIDENT;5727949;CAUSE;;Sin intervencion;901101;903;COMCEL
5727949;FALLA CORE TX - RIESGO;;17/02/2017 15:49;IPRAN@ALU.10.20.9.1;2;;OT;CLOSED;;TXSUPENG;;90110101;273045;4485;COMCEL;;INCIDENT;5727949;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5727984;FALLA CORE TX - AFECTACION;;17/02/2017 16:31;JUANADEARCO@ATN10.4.137.218;3;;OT;CLOSED;;TXSUPENG;;;;;;;;;;;;;;
5728120;INCIDENTE DE NODO 覲TICO TO4646B;JBOCANEGRA;17/02/2017 18:23;HFC@AB4646B;;;TH;CLOSED;;PEINGCTR;;1021;273084;1047;COMCEL;;INCIDENT;5728120;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5728120;INCIDENTE DE NODO 覲TICO TO4646B;JBOCANEGRA;17/02/2017 18:23;HFC@AB4646B;;;TH;CLOSED;;PEINGCTR;;102124;273085;1103;COMCEL;;INCIDENT;5728120;CAUSE;;Robo de mufa;102124;114;COMCEL
5728120;INCIDENTE DE NODO 覲TICO TO4646B;JBOCANEGRA;17/02/2017 18:23;HFC@AB4646B;;;TH;CLOSED;;PEINGCTR;;10210106;273086;2607;COMCEL;;INCIDENT;5728120;REMEDY;;Fusion de hilos de fibra;10210106;1030;COMCEL
5728144;FALLA CORE TX - RIESGO;;17/02/2017 18:55;TELL@BSA.TE1640;2;5;OT;CLOSED;;TXSUPENG;;7011;273075;1713;COMCEL;;INCIDENT;5728144;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5728712;FALLA DATOS;antonio diaz;18/02/2017 8:15;82094;4;;BUC;CLOSED;;PEBUCHHT;;1021;273143;1047;COMCEL;;INCIDENT;5728712;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5728712;FALLA DATOS;antonio diaz;18/02/2017 8:15;82094;4;;BUC;CLOSED;;PEBUCHHT;;102107;273144;1069;COMCEL;;INCIDENT;5728712;CAUSE;;Camion se pasa llevando la fibra;102107;80;COMCEL
5728712;FALLA DATOS;antonio diaz;18/02/2017 8:15;82094;4;;BUC;CLOSED;;PEBUCHHT;;10210101;273145;1123;COMCEL;;INCIDENT;5728712;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5728772;FALLA CORE TX - AFECTACION;;18/02/2017 10:03;ROADM@ALU.BARBERENA1;3;;OT;CLOSED;;PEINGJTP;;1021;273159;1047;COMCEL;;INCIDENT;5728772;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5728772;FALLA CORE TX - AFECTACION;;18/02/2017 10:03;ROADM@ALU.BARBERENA1;3;;OT;CLOSED;;PEINGJTP;;102101;273160;1055;COMCEL;;INCIDENT;5728772;CAUSE;;Roedor se come la fibra;102101;68;COMCEL
5728772;FALLA CORE TX - AFECTACION;;18/02/2017 10:03;ROADM@ALU.BARBERENA1;3;;OT;CLOSED;;PEINGJTP;;10210101;273161;1107;COMCEL;;INCIDENT;5728772;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5728786;FALLA CORE TX - AFECTACION;;18/02/2017 10:34;IPRAN@ALU.10.20.4.64;3;;OT;CLOSED;;RF-IZB01;;7011;273162;1713;COMCEL;;INCIDENT;5728786;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5728786;FALLA CORE TX - AFECTACION;;18/02/2017 10:34;IPRAN@ALU.10.20.4.64;3;;OT;CLOSED;;RF-IZB01;;701101;273163;1719;COMCEL;;INCIDENT;5728786;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5728786;FALLA CORE TX - AFECTACION;;18/02/2017 10:34;IPRAN@ALU.10.20.4.64;3;;OT;CLOSED;;RF-IZB01;;70110101;273164;1759;COMCEL;;INCIDENT;5728786;REMEDY;;reconexion de energia;70110101;691;COMCEL
5728795;INCIDENTE DE NODO OPTICO TO6557B;EMILY ESTEFANY;18/02/2017 10:58;HFC@TO6557B;;;TH;CLOSED;;PEINGCTR;;7011;273139;1713;COMCEL;;INCIDENT;5728795;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5728866;FALLA CORE TX - RIESGO;;18/02/2017 13:04;TELL@BSA.TE1221;2;;OT;CLOSED;;TXSUPENG;;7011;273156;1713;COMCEL;;INCIDENT;5728866;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5728866;FALLA CORE TX - RIESGO;;18/02/2017 13:04;TELL@BSA.TE1221;2;;OT;CLOSED;;TXSUPENG;;701101;273157;1719;COMCEL;;INCIDENT;5728866;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5728866;FALLA CORE TX - RIESGO;;18/02/2017 13:04;TELL@BSA.TE1221;2;;OT;CLOSED;;TXSUPENG;;70110101;273158;1759;COMCEL;;INCIDENT;5728866;REMEDY;;reconexion de energia;70110101;691;COMCEL
5729047;FALLA DATOS / DATA SERVICE OUTAGE - GT GT TIWS SWAP 1 Y 2;TIWS;18/02/2017 21:56;53905;4;;ON;CLOSED;;NOC_ON;;1021;273204;1047;COMCEL;ON;INCIDENT;5729047;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5729047;FALLA DATOS / DATA SERVICE OUTAGE - GT GT TIWS SWAP 1 Y 2;TIWS;18/02/2017 21:56;53905;4;;ON;CLOSED;;NOC_ON;;102103;273205;1061;COMCEL;ON;INCIDENT;5729047;CAUSE;;Balazo en fibra;102103;72;COMCEL
5729047;FALLA DATOS / DATA SERVICE OUTAGE - GT GT TIWS SWAP 1 Y 2;TIWS;18/02/2017 21:56;53905;4;;ON;CLOSED;;NOC_ON;;10210106;273206;2565;COMCEL;ON;INCIDENT;5729047;REMEDY;;Fusion de hilos de fibra;10210106;1030;COMCEL
5729086;RBS FUERA DE SERVICIO on 172.16.5.75;NETCOOL;19/02/2017 7:09;WESC152;3;3;OT;CLOSED;;PEINGESC;;1021;273233;1047;COMCEL;;INCIDENT;5729086;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5729086;RBS FUERA DE SERVICIO on 172.16.5.75;NETCOOL;19/02/2017 7:09;WESC152;3;3;OT;CLOSED;;PEINGESC;;102132;273234;5385;COMCEL;;INCIDENT;5729086;CAUSE;;Vandalismo;102132;1867;COMCEL
5729086;RBS FUERA DE SERVICIO on 172.16.5.75;NETCOOL;19/02/2017 7:09;WESC152;3;3;OT;CLOSED;;PEINGESC;;10212914;273235;5785;COMCEL;;INCIDENT;5729086;REMEDY;;Tendido de fibra con mufa;10212914;1893;COMCEL
5729101;INCIDENTE DE NODO OPTICO MP6536A;EMILY ESTEFANY;19/02/2017 8:18;HFC@MP6536A;;;TH;CLOSED;;PEINGCTR;;;;;;;;;;;;;;
5729115;FALLA CORE TX - AFECTACION;;19/02/2017 8:27;TELL@BSA.TE978;3;5;OT;CLOSED;;PEINGRD;;1021;273230;1047;COMCEL;;INCIDENT;5729115;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5729115;FALLA CORE TX - AFECTACION;;19/02/2017 8:27;TELL@BSA.TE978;3;5;OT;CLOSED;;PEINGRD;;102118;273231;1091;COMCEL;;INCIDENT;5729115;CAUSE;;Maquinaria pesada corta la fibra;102118;102;COMCEL
5729115;FALLA CORE TX - AFECTACION;;19/02/2017 8:27;TELL@BSA.TE978;3;5;OT;CLOSED;;PEINGRD;;10210101;273232;1147;COMCEL;;INCIDENT;5729115;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5729143;FALLA CORE TX - RIESGO;;19/02/2017 10:06;IPRAN@ATN.10.245.229.9;2;;OT;CLOSED;;RF-IZB01;;7011;273213;1713;COMCEL;;INCIDENT;5729143;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5729143;FALLA CORE TX - RIESGO;;19/02/2017 10:06;IPRAN@ATN.10.245.229.9;2;;OT;CLOSED;;RF-IZB01;;701101;273214;1719;COMCEL;;INCIDENT;5729143;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5729143;FALLA CORE TX - RIESGO;;19/02/2017 10:06;IPRAN@ATN.10.245.229.9;2;;OT;CLOSED;;RF-IZB01;;70110101;273215;1759;COMCEL;;INCIDENT;5729143;REMEDY;;reconexion de energia;70110101;691;COMCEL
5729164;FALLA CORE TX - RIESGO;;19/02/2017 10:49;RECTIFICADOR@EMERSON.10.25.5.42;2;;OT;CLOSED;;TXSUPENG;;;;;;;;;;;;;;
5729240;FALLA CORE TX - RIESGO;;19/02/2017 14:31;TELL@BSA.TE134;2;5;OT;CLOSED;;TXSUPENG;;7011;273226;1713;COMCEL;;INCIDENT;5729240;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5729240;FALLA CORE TX - RIESGO;;19/02/2017 14:31;TELL@BSA.TE134;2;5;OT;CLOSED;;TXSUPENG;;701101;273227;1719;COMCEL;;INCIDENT;5729240;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5729240;FALLA CORE TX - RIESGO;;19/02/2017 14:31;TELL@BSA.TE134;2;5;OT;CLOSED;;TXSUPENG;;70110101;273228;1759;COMCEL;;INCIDENT;5729240;REMEDY;;reconexion de energia;70110101;691;COMCEL
5729318;;;19/02/2017 20:27;MULTI@JUNIPER10.12.21.10;;;OT;CLOSED;;NOC_TX;;;;;;;;;;;;;;
5729326;INCIDENTE DE NODO 覲TICO MP6536A;JBOCANEGRA;20/02/2017 0:28;HFC@MP6536A;;;TH;CLOSED;;PEINGVN;;9011;273261;1909;COMCEL;;INCIDENT;5729326;PROBLEM;;Indeterminado;9011;901;COMCEL
5729326;INCIDENTE DE NODO 覲TICO MP6536A;JBOCANEGRA;20/02/2017 0:28;HFC@MP6536A;;;TH;CLOSED;;PEINGVN;;901101;273262;1911;COMCEL;;INCIDENT;5729326;CAUSE;;Sin intervencion;901101;903;COMCEL
5729326;INCIDENTE DE NODO 覲TICO MP6536A;JBOCANEGRA;20/02/2017 0:28;HFC@MP6536A;;;TH;CLOSED;;PEINGVN;;90110101;273263;4485;COMCEL;;INCIDENT;5729326;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5729346;FALLA CORE TX - AFECTACION;;20/02/2017 4:10;IPRAN@ALU.10.20.9.18;3;5;OT;CLOSED;;RF-IZB03;;7011;273267;1713;COMCEL;;INCIDENT;5729346;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5729346;FALLA CORE TX - AFECTACION;;20/02/2017 4:10;IPRAN@ALU.10.20.9.18;3;5;OT;CLOSED;;RF-IZB03;;701101;273268;1719;COMCEL;;INCIDENT;5729346;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5729346;FALLA CORE TX - AFECTACION;;20/02/2017 4:10;IPRAN@ALU.10.20.9.18;3;5;OT;CLOSED;;RF-IZB03;;70110101;273269;1759;COMCEL;;INCIDENT;5729346;REMEDY;;reconexion de energia;70110101;691;COMCEL
5729347;FALLA CORE TX - RIESGO;;20/02/2017 4:22;IPRAN@ALU.10.20.3.10;2;5;OT;CLOSED;;RF-EPG01;;7011;273326;1713;COMCEL;;INCIDENT;5729347;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5729347;FALLA CORE TX - RIESGO;;20/02/2017 4:22;IPRAN@ALU.10.20.3.10;2;5;OT;CLOSED;;RF-EPG01;;701115;273327;1753;COMCEL;;INCIDENT;5729347;CAUSE;;AA Apagado;701115;685;COMCEL
5729347;FALLA CORE TX - RIESGO;;20/02/2017 4:22;IPRAN@ALU.10.20.3.10;2;5;OT;CLOSED;;RF-EPG01;;70110115;273328;1787;COMCEL;;INCIDENT;5729347;REMEDY;;encendido AA;70110115;719;COMCEL
5729365;FALLA CORE TX - AFECTACION;;20/02/2017 6:26;TELL@BSA.TE968;3;5;OT;CLOSED;;RF-IZB03;;7011;273273;1713;COMCEL;;INCIDENT;5729365;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5729365;FALLA CORE TX - AFECTACION;;20/02/2017 6:26;TELL@BSA.TE968;3;5;OT;CLOSED;;RF-IZB03;;701101;273274;1719;COMCEL;;INCIDENT;5729365;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5729365;FALLA CORE TX - AFECTACION;;20/02/2017 6:26;TELL@BSA.TE968;3;5;OT;CLOSED;;RF-IZB03;;70110101;273275;1759;COMCEL;;INCIDENT;5729365;REMEDY;;reconexion de energia;70110101;691;COMCEL
5729375;FALLA DATOS;Rafael Monterroso;20/02/2017 7:07;26754;5;;BUC;CLOSED;;MASTERTX;;;;;;;;;;;;;;
5729388;FALLA INTERNET;Edith Lopez...;20/02/2017 7:55;41257;5;;BUC;CLOSED;;PEBUCOW;;1021;273294;1047;COMCEL;;INCIDENT;5729388;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5729388;FALLA INTERNET;Edith Lopez...;20/02/2017 7:55;41257;5;;BUC;CLOSED;;PEBUCOW;;102121;273295;1097;COMCEL;;INCIDENT;5729388;CAUSE;;Patchcord da馻do;102121;108;COMCEL
5729388;FALLA INTERNET;Edith Lopez...;20/02/2017 7:55;41257;5;;BUC;CLOSED;;PEBUCOW;;10210104;273296;1153;COMCEL;;INCIDENT;5729388;REMEDY;;cambio patchcord;10210104;125;COMCEL
5729393;FALLA INTERNET;marta monson;20/02/2017 8:30;73558;4;;BUC;CLOSED;;MASTERTX;;;;;;;;;;;;;;
5729411;FALLA DATOS;monica davila / hugo velez;20/02/2017 8:53;82461;5;;BUC;CLOSED;;MASTERTX;;;;;;;;;;;;;;
5729445;FALLA DATOS;Wiliam Palma;20/02/2017 9:19;83598;4;;BUC;CLOSED;;PEBUCOW;;1021;273345;1047;COMCEL;;INCIDENT;5729445;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5729445;FALLA DATOS;Wiliam Palma;20/02/2017 9:19;83598;4;;BUC;CLOSED;;PEBUCOW;;102110;273346;1075;COMCEL;;INCIDENT;5729445;CAUSE;;Corte Hilo de Fibra;102110;86;COMCEL
5729445;FALLA DATOS;Wiliam Palma;20/02/2017 9:19;83598;4;;BUC;CLOSED;;PEBUCOW;;10210106;273347;2579;COMCEL;;INCIDENT;5729445;REMEDY;;Fusion de hilos de fibra;10210106;1030;COMCEL
5729453;FALLA CORE TX - AFECTACION;;20/02/2017 9:29;RECTIFICADOR@ELTEK172.18.174.36;4;;OT;CLOSED;;TXSUPENG;;9011;273310;1909;COMCEL;;INCIDENT;5729453;PROBLEM;;Indeterminado;9011;901;COMCEL
5729453;FALLA CORE TX - AFECTACION;;20/02/2017 9:29;RECTIFICADOR@ELTEK172.18.174.36;4;;OT;CLOSED;;TXSUPENG;;901101;273312;1911;COMCEL;;INCIDENT;5729453;CAUSE;;Sin intervencion;901101;903;COMCEL
5729453;FALLA CORE TX - AFECTACION;;20/02/2017 9:29;RECTIFICADOR@ELTEK172.18.174.36;4;;OT;CLOSED;;TXSUPENG;;90110101;273313;4485;COMCEL;;INCIDENT;5729453;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5729464;FALLA INTERNET;Victor Lopez -;20/02/2017 9:36;36926;4;;BUC;CLOSED;;MEBUCOW;;2051;273423;1465;COMCEL;;INCIDENT;5729464;PROBLEM;;EQUIPO - CISCO;2051;387;COMCEL
5729464;FALLA INTERNET;Victor Lopez -;20/02/2017 9:36;36926;4;;BUC;CLOSED;;MEBUCOW;;205105;273424;1489;COMCEL;;INCIDENT;5729464;CAUSE;;Fuente Da馻da;205105;397;COMCEL
5729464;FALLA INTERNET;Victor Lopez -;20/02/2017 9:36;36926;4;;BUC;CLOSED;;MEBUCOW;;20510105;273425;1669;COMCEL;;INCIDENT;5729464;REMEDY;;cambio fuente;20510105;427;COMCEL
5729465;FALLA CORE TX - RIESGO;;20/02/2017 9:36;TELL@BSA.TE1630;4;5;OT;CLOSED;;TXSUPENG;;7011;273541;1713;COMCEL;;INCIDENT;5729465;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5729465;FALLA CORE TX - RIESGO;;20/02/2017 9:36;TELL@BSA.TE1630;4;5;OT;CLOSED;;TXSUPENG;;701101;273542;1719;COMCEL;;INCIDENT;5729465;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5729465;FALLA CORE TX - RIESGO;;20/02/2017 9:36;TELL@BSA.TE1630;4;5;OT;CLOSED;;TXSUPENG;;70110101;273543;1759;COMCEL;;INCIDENT;5729465;REMEDY;;reconexion de energia;70110101;691;COMCEL
5729467;FALLA CORE TX - AFECTACION;;20/02/2017 9:38;O&M@TXSUPPORT;5;;OT;CLOSED;;PEBUCOW;;1021;273468;1047;COMCEL;;INCIDENT;5729467;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5729467;FALLA CORE TX - AFECTACION;;20/02/2017 9:38;O&M@TXSUPPORT;5;;OT;CLOSED;;PEBUCOW;;102132;273469;5385;COMCEL;;INCIDENT;5729467;CAUSE;;Vandalismo;102132;1867;COMCEL
5729467;FALLA CORE TX - AFECTACION;;20/02/2017 9:38;O&M@TXSUPPORT;5;;OT;CLOSED;;PEBUCOW;;10212914;273503;5785;COMCEL;;INCIDENT;5729467;REMEDY;;Tendido de fibra con mufa;10212914;1893;COMCEL
5729508;FALLA DATOS;carlos solares;20/02/2017 10:41;6770;5;;BUC;CLOSED;;PEBUCOW;;1021;273462;1047;COMCEL;;INCIDENT;5729508;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5729508;FALLA DATOS;carlos solares;20/02/2017 10:41;6770;5;;BUC;CLOSED;;PEBUCOW;;102107;273463;1069;COMCEL;;INCIDENT;5729508;CAUSE;;Camion se pasa llevando la fibra;102107;80;COMCEL
5729508;FALLA DATOS;carlos solares;20/02/2017 10:41;6770;5;;BUC;CLOSED;;PEBUCOW;;10210101;273464;1123;COMCEL;;INCIDENT;5729508;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5729510;FALLA INTERNET;Danilo Arias...;20/02/2017 10:44;52691;5;;BUC;CLOSED;;PEBUCOW;;1021;273473;1047;COMCEL;;INCIDENT;5729510;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5729510;FALLA INTERNET;Danilo Arias...;20/02/2017 10:44;52691;5;;BUC;CLOSED;;PEBUCOW;;102107;273475;1069;COMCEL;;INCIDENT;5729510;CAUSE;;Camion se pasa llevando la fibra;102107;80;COMCEL
5729510;FALLA INTERNET;Danilo Arias...;20/02/2017 10:44;52691;5;;BUC;CLOSED;;PEBUCOW;;10210101;273477;1123;COMCEL;;INCIDENT;5729510;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5729603;FALLA CORE TX - AFECTACION;;20/02/2017 11:52;IPRAN@ATN.10.245.217.27;4;5;OT;CLOSED;;PESOLQTZ;;1021;273478;1047;COMCEL;;INCIDENT;5729603;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5729603;FALLA CORE TX - AFECTACION;;20/02/2017 11:52;IPRAN@ATN.10.245.217.27;4;5;OT;CLOSED;;PESOLQTZ;;102109;273479;1073;COMCEL;;INCIDENT;5729603;CAUSE;;Corte de fibra por Movimiento de Postes;102109;84;COMCEL
5729603;FALLA CORE TX - AFECTACION;;20/02/2017 11:52;IPRAN@ATN.10.245.217.27;4;5;OT;CLOSED;;PESOLQTZ;;10210101;273484;1129;COMCEL;;INCIDENT;5729603;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5729610;FALLA DATOS;Eddi Sicaja...;20/02/2017 11:59;6668;5;;BUC;CLOSED;;PEINGCTR;;1021;273513;1047;COMCEL;;INCIDENT;5729610;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5729610;FALLA DATOS;Eddi Sicaja...;20/02/2017 11:59;6668;5;;BUC;CLOSED;;PEINGCTR;;102110;273514;1075;COMCEL;;INCIDENT;5729610;CAUSE;;Corte Hilo de Fibra;102110;86;COMCEL
5729610;FALLA DATOS;Eddi Sicaja...;20/02/2017 11:59;6668;5;;BUC;CLOSED;;PEINGCTR;;10210106;273515;2579;COMCEL;;INCIDENT;5729610;REMEDY;;Fusion de hilos de fibra;10210106;1030;COMCEL
5729611;FALLA CORE TX - AFECTACION;;20/02/2017 12:00;CX600 10.2.205.109;4;;OT;CLOSED;;MASTERTX;;;;;;;;;;;;;;
5729612;FALLA INTERNET;Giovany Oliva -;20/02/2017 12:04;77349;5;;BUC;CLOSED;;PEINGCTR;;1021;273507;1047;COMCEL;;INCIDENT;5729612;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5729612;FALLA INTERNET;Giovany Oliva -;20/02/2017 12:04;77349;5;;BUC;CLOSED;;PEINGCTR;;102110;273508;1075;COMCEL;;INCIDENT;5729612;CAUSE;;Corte Hilo de Fibra;102110;86;COMCEL
5729612;FALLA INTERNET;Giovany Oliva -;20/02/2017 12:04;77349;5;;BUC;CLOSED;;PEINGCTR;;10210106;273509;2579;COMCEL;;INCIDENT;5729612;REMEDY;;Fusion de hilos de fibra;10210106;1030;COMCEL
5729620;FALLA CORE TX - AFECTACION;;20/02/2017 12:13;U2000A@10.2.205.2;4;;OT;CLOSED;;MASTERTX;;;;;;;;;;;;;;
5729657;RBS FUERA DE SERVICIO on 172.16.5.75;NETCOOL;20/02/2017 12:29;WPTN103;3;3;OT;CLOSED;;PESOLPTN;;1021;273818;1047;COMCEL;;INCIDENT;5729657;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5729657;RBS FUERA DE SERVICIO on 172.16.5.75;NETCOOL;20/02/2017 12:29;WPTN103;3;3;OT;CLOSED;;PESOLPTN;;102107;273819;1069;COMCEL;;INCIDENT;5729657;CAUSE;;Camion se pasa llevando la fibra;102107;80;COMCEL
5729657;RBS FUERA DE SERVICIO on 172.16.5.75;NETCOOL;20/02/2017 12:29;WPTN103;3;3;OT;CLOSED;;PESOLPTN;;10210101;273820;1123;COMCEL;;INCIDENT;5729657;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5729669;FALLA CORE TX - AFECTACION;;20/02/2017 12:54;TE-22015;4;4;OT;CLOSED;;UFINET;;1021;273504;1047;COMCEL;;INCIDENT;5729669;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5729669;FALLA CORE TX - AFECTACION;;20/02/2017 12:54;TE-22015;4;4;OT;CLOSED;;UFINET;;102109;273505;1073;COMCEL;;INCIDENT;5729669;CAUSE;;Corte de fibra por Movimiento de Postes;102109;84;COMCEL
